Id,SalePrice
1461,120184.1591
1462,176267.663
1463,197588.3666
1464,197835.70640000002
1465,168218.53840000002
1466,184818.6566
1467,186908.17121339287
1468,165332.86260000002
1469,175503.5255
1470,141569.77479999998
1471,197900.82829999996
1472,113149.80510000001
1473,111301.45910000001
1474,166842.52489999996
1475,94589.87250000001
1476,350942.0854
1477,228521.3552
1478,272132.36439999996
1479,242369.199
1480,575072.8877999999
1481,295489.6549
1482,173796.82730000003
1483,172296.22119999997
1484,156964.5901
1485,149199.9587
1486,184926.6495
1487,290781.3993
1488,230404.62680000003
1489,175427.68349999998
1490,220538.24180000002
1491,187833.84750000003
1492,79931.9094
1493,180361.14250000002
1494,277691.52280000004
1495,284747.1966
1496,211057.3864
1497,181601.7878
1498,155930.3307
1499,153530.3786
1500,158750.4386
1501,189038.26971339283
1502,142110.02411339284
1503,252085.1949
1504,220003.5922
1505,220633.98879999996
1506,224628.12051339285
1507,268384.7305
1508,231745.16551339286
1509,166086.5145
1510,181137.77140000003
1511,168947.2925
1512,214046.4538
1513,178865.47751339286
1514,220123.79459999996
1515,222862.2511
1516,182358.42700000003
1517,148682.2333
1518,187175.3759
1519,231133.14870000002
1520,139707.25081339286
1521,150637.8082
1522,183682.57100000003
1523,126096.5006
1524,113630.2581
1525,126847.08099999999
1526,120618.8686
1527,120501.1261
1528,139345.65809999997
1529,154276.8077
1530,200238.7809
1531,158649.36729999998
1532,107229.82749999998
1533,160955.2641
1534,119381.6308
1535,167096.45520000003
1536,126875.29251339285
1537,94100.8014
1538,138962.1747
1539,207435.97639999999
1540,150975.6697
1541,155803.6988
1542,153435.4897
1543,146913.68191339285
1544,66073.3492
1545,112797.3091
1546,130392.1396
1547,137931.7249
1548,138583.72569999998
1549,137920.9554
1550,173254.3078
1551,132292.2534
1552,186776.2543
1553,143958.75319999998
1554,119521.38190000002
1555,197982.44629999998
1556,87387.3264
1557,117213.8292
1558,70676.8292
1559,112583.57161339284
1560,193283.18339999998
1561,171609.36449999997
1562,107148.1525
1563,118919.352
